vm_id,timestamp,cpu_usage,memory_usage,network_traffic,power_consumption,num_executed_instructions,execution_time,energy_efficiency,task_type,task_priority,task_status
08f2898d-bcde-4db0-92b7-40437bdff64c,2/19/2023 6:46,76.36901249320178,19.088818324791934,470.0727710079509,350.49411573574866,1055,55.45347706718522,0.8783330233739128,,medium,completed
092f4a30-2a29-4814-a225-854a583695cd,3/5/2023 9:36,82.74632321025848,61.56809551276555,915.7231073,424.5877114,7653,60.61655161585408,0.6257372378509818,network,low,running
09b25741-e9bb-4719-a4e8-632488dda5f6,7/3/2023 10:09,24.36599043236541,48.531870693780775,880.9494898725139,353.1923119787848,1895,22.372390264921883,0.9137669218620038,io,low,waiting
0a387902-5f6e-46af-ac51-015afdfde0e0,6/22/2023 7:04,65.56656336820326,37.29331825116194,686.2723502030403,223.93336639736037,1847,59.59374207306757,0.94210692,io,low,completed
0b2c9126-1441-42f2-9eae-f3eec7b8d8da,,73.13986893,44.02573633463771,818.2071661296841,180.43209620647897,3136,71.90286076,,io,medium,waiting
0b56aaeb-5d7e-49ca-8f0a-71ac0535d446,2/5/2023 14:07,,12.169789432764166,181.7492829073656,40.23677530167469,7760,21.43700410766901,0.3154861712930028,network,high,running
0b61c859-056c-4c57-acab-927b1e751bfe,5/6/2023 4:06,80.04295878610415,,,394.1677124672985,1780,11.369174162677332,0.1928223779981301,io,,waiting
0ba6fd9f-bab5-4969-8562-588c7c1698b7,5/8/2023 21:14,7.759403250483887,,191.4534587926092,198.6286192995339,4246,71.95462187038272,0.3597247851732448,io,medium,running
0bf1e20e-c5b3-4269-aaed-2ce123ca48a5,1/19/2023 7:52,79.73219111109916,8.773623053117085,853.5709457470861,328.56615282789704,,50.31772823391986,0.963744738,io,high,completed
0c30b9fd-93b6-4674-bdee-8506a2df9dd8,3/8/2023 4:50,21.56001924874628,30.932071201610068,469.60388146414624,360.7415308437745,4981,91.80680944451032,0.4141308962321544,compute,medium,
0ca64aca-ece2-45eb-9549-116869a9ff8c,,58.579664040312096,64.64419312,839.8369049604769,165.88872683210397,1495,14.251538788319795,0.016741879,compute,high,waiting
0cacf819-5300-46d1-893d-464cf591b7f7,,36.997491901931134,48.02784622823377,518.0989423369673,,1572,56.08676517566431,0.9699495238040322,io,,completed
0d270a78-f864-4a6e-8448-4c492172aabd,7/2/2023 9:28,89.73583994201633,75.9850128,892.3479753381039,112.47229811189963,26,65.85501256,0.1089197273052802,network,high,running
0d53c244-9621-4469-9840-bf03a9abc538,6/11/2023 10:46,38.29704876439904,56.75888708635918,573.9774715,255.72600727072685,5942,47.44025570386567,0.8670442531847573,io,medium,waiting
0dcf02bc-162c-4a06-b0a8-5d07a4584eb1,6/28/2023 3:52,,70.43927461450272,990.0897875,108.56901795008903,1236,81.79563483579612,0.02112507,compute,high,
0de550d5-16cc-4c13-9e02-a97e0e21e0e1,2/7/2023 9:51,32.21290190034235,44.26936236762542,180.9702428170944,414.0808737983474,5093,73.48145166391598,0.4375087094004489,compute,medium,running
0e28a5a7-a914-4536-887e-f0fc4475631c,4/1/2023 14:31,71.22695776529342,26.67418413455873,871.4092529,129.8076338934239,,87.47688494194368,0.3486915512861905,network,medium,waiting
0e332e38-a41c-4a02-9e72-104afb17ae9e,5/25/2023 6:58,60.97321322341587,43.06170338101845,802.8868253263232,474.5896967089261,8516,71.09574234077935,0.072735585,network,high,completed
0ea25ac7-3a82-4ccf-a608-a2497aa8b2eb,5/10/2023 14:24,45.78684736332092,,781.7104136518686,421.5832106056787,3603,37.304584619036994,0.7166407846874235,network,medium,running
0eebd649-67cf-4700-b99a-a9f52e4b7ffa,2/2/2023 19:50,88.00244337226641,,169.05148568638495,387.58972221443616,4832,61.48139637918315,0.4213814041466943,,medium,running
0f0a0cac-fad7-4367-b9fc-8414ded7a069,6/13/2023 9:29,65.27706430688264,92.63196683190168,970.5197599001382,13.183568880709927,,61.45012860911229,,compute,medium,completed
0f2bdc99-406f-448d-a0ba-268f2a6931c9,5/18/2023 16:53,1.8853164992186144,90.78998757400682,164.5645030257169,359.9332071611652,9385,7.6816451395821055,0.1314830297115379,compute,high,running
0f87d6f8-8ddb-4f30-b1fb-a821240e9608,6/12/2023 0:07,28.21485326,64.78573907072236,407.5453012344422,317.1078905045261,8370,64.19342751190685,0.6550448593597151,compute,medium,waiting
0f921e79-a362-4d15-970c-ae73e80b8988,5/2/2023 15:14,26.942973979502284,,930.1362781365576,57.14426342249018,621,90.19919356863302,0.676390773,io,low,
0fa19195-07a3-40ca-9976-8dc2c84dc828,4/15/2023 21:00,90.79157659532348,38.75055636687173,811.1612401371397,368.1109596024704,7122,58.03670111427171,0.5841690592298724,compute,medium,waiting
0fb4e735-1ca9-404a-95d8-19ba1b28faea,7/16/2023 0:08,,57.941799000661575,903.8271429074516,171.1616414929315,6556,78.52155962284928,0.013853136,io,high,running
103e946e-80d5-43ee-b51d-7ccc1a7ee7c8,2/20/2023 22:57,71.95393125,18.42863525880093,,262.52117866985793,5533,42.467735117417725,0.078349315,io,medium,waiting
10728156-323c-45bc-8e97-7c90c033718e,1/24/2023 16:43,26.59804337424614,90.50882197689994,215.47434360963257,133.9471408634367,4177,80.77286132,0.3643979077082956,network,low,running
10c73a14-84b5-4c82-94dd-75b59ba380a3,6/30/2023 14:00,85.95956401833807,,171.41902675944488,430.30289600810966,1036,,0.9650138674618876,,high,waiting
1102b9d5-d0f2-4b5c-82ab-4399f9f8dcee,5/17/2023 8:45,,0.5659699585420896,28.256887079410543,349.15964060428087,1090,56.59414113774835,0.3052722510733764,,medium,running
112e9c5d-f208-4aa4-aa35-ed29f416073a,6/19/2023 8:29,,71.13921831001907,,444.0389200832248,4123,12.80298474850754,0.2670174011219871,compute,medium,running
118d31bc-3977-4526-a080-20451b9e7c98,2/10/2023 21:57,25.97991460534845,70.67404043406394,,408.8597201300177,3529,73.813158,0.5527564379007763,compute,medium,waiting
11f0c3d2-1d77-43c2-a0e1-f4a9d7fd322b,7/6/2023 15:11,7.341680569428233,95.08827866727118,98.67928334238418,307.4757194833346,6764,72.70965728457766,0.7078106406534108,compute,medium,
11f9b326-83f9-424f-bd1d-c479bed881c3,3/17/2023 17:27,57.03914267063119,84.25707278321404,399.00231416933593,494.8260491113794,5070,54.56213877137158,0.4286984356053632,compute,medium,running
12806ca5-f8db-4ebb-b5d5-be42b3155ae1,,16.76314914606778,79.99102706131647,976.9560516967816,422.7947682131317,9936,86.01740052614936,0.9903209248640018,compute,,running
12ab48e8-28b8-44e5-a019-018ee8c0a755,4/25/2023 19:56,32.30916839719988,30.643072496047164,409.8321376,163.40891725249995,8149,72.34228528472477,0.1425413650478124,io,,
12f10bcd-d3ce-4eec-b2fb-3b0e38b6173c,2/14/2023 17:06,5.090507544434464,,952.8469824958372,74.00732202986204,892,,0.8268360405274389,network,medium,running
12f75457-2ee2-4a8d-9271-a20867daba09,6/5/2023 17:09,74.71461015868415,37.81359683275494,917.4980992248938,476.7772682782263,7024,23.685288427121165,0.7847758557363541,compute,low,completed
134ec8e7-53b9-4906-9fa2-dff1e9136835,2/7/2023 17:40,19.499582333814235,29.345970877408316,41.43205955303364,220.33836922237649,376,36.59619993284925,0.9917307502936396,io,medium,completed
13e0f2fa-50be-4e53-8183-8f7f4f1e4aa8,7/5/2023 23:23,82.19804537901308,66.44696918669422,238.49146038597237,412.7856059528708,8544,61.60893941893887,,io,high,running
144743a6-546b-4fb9-b343-9488d66400b3,6/20/2023 6:44,76.47858669618833,90.35426766305125,892.3044050931278,202.8293598064333,9934,68.85945633930972,0.4037249798698236,compute,,running
144b6093-aa58-4af1-b31d-053cdd1b7c05,3/30/2023 18:20,98.83803966562157,,924.8894635469738,470.2063650926292,1161,79.57435977699971,0.4358616437211683,io,medium,
14591ad5-5859-4741-80c5-a93133c45180,4/28/2023 13:59,79.01562871,,237.5840481456881,93.59775704915374,,32.65005142967139,0.1872021032497188,network,low,completed
14619b53-4015-40cd-bf41-f94183123355,6/15/2023 16:45,,4.0432216850912255,75.04768314400457,380.3907364808308,5125,50.89119735784546,0.7769850714535173,network,low,
1469ad4a-dae0-4435-b59d-377f0892766c,2/24/2023 21:41,45.975690176939445,65.37887908,426.2206442718487,21.978240671580995,6923,74.42700100563164,0.3282232514495672,io,high,completed
14c6fa71-7230-420b-9569-a22092f0ca8a,5/25/2023 15:38,21.42518159207435,63.83479713924337,150.97998498479936,143.37572071145348,9320,55.772429050812114,0.4895343412615863,network,low,running
14f0dc72-1095-4fb4-9679-ab5de01be0c5,1/15/2023 9:30,83.27185982864323,30.77770415226906,,462.2710884876402,,64.56070817716547,0.6609013372225369,,medium,completed
15dc38b1-f462-4b69-a631-f7271ffba34d,1/7/2023 9:14,70.43999832875257,94.81029821158894,384.5917001645165,109.30950895381652,2525,5.293315353520223,0.9282468981540816,compute,high,waiting
160e9b2b-1a86-4e0b-a18f-bce43d8b684a,1/9/2023 6:25,62.83534802,13.71919187871169,440.44910733910245,,,89.52693942274664,0.9872441676789522,compute,high,completed
16c26389-6d91-4b8f-8c0b-3abab3727949,1/15/2023 17:50,75.94056113783013,97.49166533,167.7286078730018,12.27097694895557,6406,,0.2131670223743655,io,medium,completed
16e472a9-2be6-4180-b635-388a9ae26cff,5/6/2023 4:55,36.54453037,49.05773317536372,645.4802551759517,425.8523732033817,1773,89.18283125369364,0.3040978437215397,network,low,waiting
174f04a9-363d-486b-8986-0d74f8411ae5,4/3/2023 3:20,1.807304434132273,91.71734577944272,731.6117550156242,214.06550277392816,,48.17401103065523,,compute,,
17af867a-e221-4785-8c57-1d116720cc7d,4/28/2023 19:07,74.42747568648018,,412.9925648973269,205.69631753952837,3246,61.42835856690081,,io,medium,running
1893ea14-f7f5-4d81-a584-a14a04341ccb,5/22/2023 4:47,88.7900487,96.73061493349203,851.5007401,391.8452041983064,,14.90454655028407,0.020100846,compute,low,running
18af768d-b154-487e-b20d-6d0060e338c4,7/9/2023 1:28,25.954348908328463,59.24715359004574,641.2534001513214,356.1948282598324,2623,2.4572100148966936,0.088277284,compute,medium,running
18b67bba-4761-4d94-a5f9-735778f88d0d,3/2/2023 12:17,62.45709651284182,,,319.5207619043582,4935,91.69644592760388,0.947151703,io,high,completed
19c47416-7994-466d-b925-3a6fa7a57048,1/9/2023 18:30,85.87264692666736,24.174435952622765,590.1510652,242.0102676431879,,3.009105628331288,0.9048736262127804,network,medium,waiting
1ae6f795-454e-4b9c-8566-76289d173ad9,4/25/2023 21:04,1.3022289753060634,34.59004289836598,939.2427408122766,,,15.09011358693293,0.2516127356193151,compute,,waiting
1b8c0503-bb35-40e0-92db-add8e1709b16,5/19/2023 13:47,25.94978445916881,79.61647860536897,522.1730562218257,,9505,27.25741947,,io,high,running
1bb1ea24-60c1-44fc-9082-cccb70fdaafc,3/9/2023 21:58,42.73731517788045,66.01630993243481,262.8140823006003,337.38003932469263,3751,34.400842904104366,0.091747835,network,high,running
1be440a8-9af6-472a-8909-36032bf3c575,1/1/2023 18:24,55.81514519476561,30.78102577519215,41.234949783601095,399.5418587921026,6672,19.36403031749514,0.3564437062851696,compute,medium,completed
1becd49a-3928-46d5-a7c3-7cf53e36b699,3/15/2023 1:42,73.34459290335383,76.16375272865031,953.0698212431756,299.2068879,9172,37.36071745878391,,compute,high,
1c22b1fa-59c1-483d-8c01-4a713e975927,,76.02211226303275,30.297384419289877,739.6664991184053,321.42262175465345,,11.865244921965235,0.1476586698521086,network,high,waiting
1c2e6a05-bf20-417d-8595-761bd4555e66,7/10/2023 0:23,97.492803,92.56176018,697.7431463,147.05059883121112,4271,69.03748306731605,0.7300015180823389,io,medium,completed
1c971f18-6d64-4328-ae44-40ea973da05f,,82.13429075476962,25.99044363346803,67.25836178306288,337.5971884725815,1507,8.099906061863393,0.5755887156626938,io,medium,running
1cc805c3-2b26-4d8e-ac2b-725b1815e363,5/4/2023 5:32,36.91106913804232,96.67419253288377,91.81010999,256.5663301969147,7841,92.81358209881114,0.2784316717375501,compute,medium,running
1ccce787-b57d-4d64-8cb1-e944243af936,3/8/2023 5:48,46.08667180345884,5.067135561728586,757.4108729099777,213.89172446231916,,68.95323349861684,0.5825221197030086,network,medium,
1cce10f2-92d8-47ef-9d4c-5e43decf97ee,2/1/2023 4:08,28.700222465245627,1.3252918190362115,675.0014424825181,190.68411744643427,,17.724933891761218,0.039145061,io,high,completed
1d0e68db-d76a-4d61-97f8-cd812544c6d5,,21.026488394326982,71.47643161208512,580.8968553058983,467.18110787225066,5118,60.59024831843137,0.9032015923004952,,low,completed
1d53dded-1df2-4c36-b2e7-652293951a41,3/11/2023 9:19,63.92787321506799,,350.1760209011791,85.37718162690294,5160,90.96933249,0.6479310396994155,network,high,running
1d92c8f6-dd46-4c22-824b-840362ca2d2c,5/16/2023 15:39,65.73445059224976,67.80592005690697,12.785626624458146,212.94959315301264,8691,20.691578458190087,0.4004532307863564,,high,running
1dd6b75a-8790-46ed-a9e3-6450a5c37b69,3/3/2023 10:54,43.77756560573908,90.59832451866816,884.9706737212815,337.7144729574728,7386,61.83703318265492,,network,low,completed
1dfd8776-bed2-46c9-9e38-18517392739c,3/30/2023 20:44,29.611351539796825,90.49287875130648,620.5382058614332,104.99812276290012,8328,0.2538997721807212,0.3817210407829287,network,high,completed
1e0b8953-40b2-4bb4-a1fc-3b476f3ee63e,4/21/2023 0:32,64.04319658137251,30.242613585425595,275.8108461046558,158.27517366124306,,5.452386460631997,,network,,completed
1e5975de-7e16-48f7-b09f-ca93888646e4,2/18/2023 8:31,84.79431984105122,82.14912326861811,,0.8808336059235589,,26.86479684241665,0.6209191551469401,io,high,waiting
1e764f55-aa77-4efd-8d67-e3c3d0c5ddbe,2/28/2023 18:47,13.170329415733327,28.251692831182684,620.4071046181268,310.82101069905235,4365,84.02464729398008,0.909547747,io,low,running
1fc33ffa-c244-4f70-b869-aa285acf6e8b,7/14/2023 17:14,98.32503873541135,15.117423201472558,916.1732822982348,395.4567800528352,3545,,0.8228210005032689,io,,completed
20266fbb-9d0e-48d3-bee5-808aa6041fd2,5/14/2023 11:12,18.143920101137923,24.38948027641117,687.4793483067142,465.1656123172745,3492,94.09946245785642,0.2698369931984752,compute,high,completed
2027b487-0bd2-4cba-bd7a-62971decd37a,2/9/2023 23:43,67.29639973582688,52.738599066718365,358.5655726800021,0.4318091091744525,,43.30089029346856,0.6553194781463333,io,low,running
2107c016-2a9c-43e0-9070-21d9522e3a12,3/11/2023 22:32,62.99878474480356,40.92148648569649,613.3631866889533,458.2495398941649,,91.50596654671988,0.5022299275915052,io,high,running
214dffc2-1a1d-4be1-89db-9c4584a287c8,5/15/2023 0:43,42.03388176227466,22.42921163170696,738.6102642201064,71.64431744,6149,6.013219078,0.93874357,io,high,completed
2184bc87-a43c-4391-9718-24efa8e99b35,4/12/2023 17:29,30.55848904056584,64.66306480891267,727.2000079891247,231.4166388277889,5504,14.925838591267604,0.5261245005784067,io,high,running
2261f0a2-3e8a-49ef-afbb-4692b0671219,7/19/2023 13:42,65.13024798330973,,628.5133329117358,341.5398104784948,5598,98.38045746789192,0.1926050625532493,network,high,completed
22972c37-4e4d-4570-96e2-b762d9c449ba,5/3/2023 3:27,19.12805727,99.91460784351302,44.36218139791359,101.01179199056293,2939,62.28146584699926,0.6909658850512157,network,medium,waiting
22a8978b-b2a1-48f4-934b-13abfa8f03f5,1/1/2023 0:43,84.13617725353953,67.48418081508757,175.0529156305155,223.14813839899796,4730,75.46970098601712,0.1854966430250577,network,,running
22c3619e-0b12-4755-9005-f07c4d9d68e9,3/11/2023 19:14,,74.28077524178094,656.1150989905051,484.3705017832106,7459,0.825256224,0.014969287,compute,medium,completed
22df2e99-c4f3-40fc-97a1-a833bc89be13,,,75.14807298822089,942.3528766726012,197.0449079642341,9972,89.05628294637702,0.1169151905916463,io,,completed
23226206-0c29-42cb-80be-41ca9070a143,4/1/2023 4:28,,94.62595147740062,719.6746733530514,302.93333956413795,9313,18.30761767875003,0.4811412564043384,compute,medium,completed
2365234a-feae-4c3b-a31a-6cfb12dad85f,3/1/2023 13:39,9.027838275452172,38.39650607002394,138.32308158424178,170.60789832123623,6359,8.446670476592576,0.1832833674215821,,low,completed
23a128c5-1561-42da-9f80-68e56e2bccb8,,10.58459922087084,92.24654413477596,203.49905099039955,190.84232045600163,6919,79.02264082,0.698455307,,medium,waiting
23a1ce05-4a9c-452b-b649-49bdf4aa6d7b,1/1/2023 1:42,42.61074022580602,65.15563877,,270.2413457277619,9533,37.76872110364249,0.8258137720534501,compute,low,running
24035a39-1a35-46bd-a8bb-816aac3fb81a,3/6/2023 0:20,33.01355755,13.928722031874608,,,2370,80.82734753158825,0.083392733,io,low,
2440ed03-e1b9-4440-9b44-c00d35549d2b,4/22/2023 22:12,96.88562239540546,53.08938148979949,834.1445181,335.7348504376375,,62.15664241257499,0.8018576179143997,compute,low,running
2464c149-7975-4269-bb44-16f8d79b7809,4/5/2023 18:01,35.60761686136138,20.95440231812296,882.6507556568521,249.1972084763371,2015,80.61180413224403,0.9909140264642528,compute,medium,running
2479e5bc-f59e-4aef-b7b2-27bf355a9d77,6/26/2023 8:07,58.96160646644413,57.68043288232745,647.9796117367382,,69,28.83585816,0.9134305837928676,io,,waiting
249c8a80-fe1d-47a9-99e4-06c06c9a78e6,3/11/2023 8:04,84.27070554899238,62.85039309560045,220.06601810910288,131.91112436067164,3276,56.78551596510529,0.1668477818850889,,medium,
24b6f41d-6b3c-4e1f-a6f4-de924d9c48cb,4/8/2023 10:17,41.27017909900184,43.33581750287664,856.5603894151661,142.91896136344866,2773,49.48513634047033,0.6518022326689791,compute,medium,completed
24bff51a-53e4-4a93-9d95-63b62334532a,3/23/2023 17:18,3.106291021126739,13.630703548315903,343.4308076,,,95.53078299511309,,,medium,waiting
2557d03b-8a71-4192-bf8f-22b2d395ab92,4/7/2023 8:36,47.99376421,13.243082860818534,619.2505191012182,192.4278297530289,4963,,0.069048805,network,low,completed
25848925-1d6e-49e2-ae72-d51453639295,1/13/2023 11:03,46.88671552266936,18.15370670118144,764.0548333935518,419.42874922552863,,42.44238976188463,0.8175449856519291,io,,completed
2585ac85-596b-42af-b64b-79d48269a65b,7/1/2023 5:02,62.42436899587738,33.274214004881365,249.37640770144333,268.08171953988995,8223,44.90723305073847,,io,medium,waiting
25b79c57-62bf-4110-a86c-0f3783768c7f,3/1/2023 17:22,58.71220259758139,27.781637933918912,,458.6339809060941,8174,13.234572653816222,0.9049200245003456,io,low,completed
26417228-1e74-4983-a53d-a44ed1e74648,3/19/2023 11:47,12.606057255021096,87.89162611993822,,460.2285053078998,4821,81.23553645674826,0.5443273132708072,compute,medium,completed
2642ebe5-d6b2-4582-ac48-8183080e4ee3,3/14/2023 5:21,73.86169743,11.237897057482147,886.5290976244711,30.494474201224865,7314,76.09321859273737,0.1726002267109022,io,high,running
268ea2d3-7496-4d22-b226-3a6ad4beb38c,,12.508695668444991,30.81971252782868,758.8465550984209,132.47250055103578,4351,87.64108905,0.6006260736274691,io,low,running
26b795df-35ea-4e32-a9fe-86fcd4666282,1/19/2023 18:16,,48.15559612209781,723.9089890876164,,,95.40236660822777,0.4731253347130714,compute,medium,running
26d0a228-5af7-4e53-a00c-b90ed4730852,5/30/2023 17:17,79.75156807219554,25.974291093596168,579.2406815880598,,2290,56.81695876949768,0.4492272566562686,network,low,completed
27734103-5f0a-48ef-a54c-21db55f0c3ff,1/12/2023 17:20,3.633691592566224,88.30487948692694,59.74927616030057,81.47861507620618,8857,62.40900443938276,0.4244021774489073,network,low,running
27c7b26c-05df-4bf3-a962-f41114ff7aeb,4/26/2023 19:23,49.52152830253032,8.149790055241269,945.2900503092652,403.8438381713916,2113,15.352904186467352,0.645095741,compute,high,completed
27fc2251-9d8e-4086-9ab5-872b36f26c62,2/6/2023 8:53,60.34882458306527,51.93812874646858,383.4285105384101,170.96502193762393,4370,28.668297195938663,0.6977137737915579,network,low,waiting
281fabc0-c902-4e34-97fe-139637f36cf7,3/27/2023 16:32,95.82552131657472,75.98340985506827,,368.13537306382176,6718,84.9481541,0.5565202342114725,network,,
28632460-84bf-45f3-87c3-60819155c4bc,5/21/2023 23:50,96.98395867155033,16.601012692141058,40.72654532742104,250.73736890593568,7339,70.75895226552245,,compute,low,waiting
2866a89e-2b53-4cc9-9f3e-b8780f60977b,5/28/2023 21:00,12.68093292906448,9.907477424,707.8873344032324,354.64424879202267,4290,10.91752728,0.636933768,compute,high,waiting
287aedfb-01b3-4b0a-aab5-4f21e3cad7ac,2/2/2023 2:04,49.69999616712316,10.88608705162114,345.5880444793995,282.09032756022714,2022,30.202570763992178,0.7194885818297967,network,high,completed
28860705-58a9-42f7-a2d9-ece25593c621,2/3/2023 3:19,31.165069765492134,64.82702304082889,294.32406461991354,356.0631532469694,8034,25.265703106389942,0.2509968682136366,io,low,running
28af5d95-2a51-47d9-9473-9344dbc1933a,7/19/2023 0:56,86.81105638962072,22.65569561902796,239.1408477561569,3.581854543500518,2251,96.05291590705356,,,medium,completed
28cbc5e3-e375-4c4a-b546-5dcca2fb5df2,2/21/2023 5:46,,32.92684568733601,173.60456524901292,234.14380619649177,1117,80.72348692,0.093740548,network,medium,running
29035e6c-8e46-46db-bfc6-b8d88b22d921,4/25/2023 7:12,21.270951165284103,56.55443041633964,176.4916053808908,324.0225231928641,902,8.689120288368613,0.3094309426870562,,high,waiting
290be4d2-1cdc-4928-aed7-e057c932cf9b,6/2/2023 21:11,94.30489633820558,77.93985062720043,578.0048612655659,171.21600315594594,4010,61.612544253662406,0.7001936876184496,compute,medium,completed
29228384-1b8d-437b-84e6-fb8dbf49a77a,2/24/2023 21:58,41.65912323855915,90.25174105,806.9830425196261,82.31120412,4638,19.431968396229276,0.7719363703910112,io,high,running
2930092a-dad8-4d4b-8b30-fd6fe295a869,1/28/2023 13:53,7.9259866034727455,53.303921147305935,53.30976321,58.34056485164102,5868,80.49768548096051,0.9780272471608648,io,low,
29fa2259-8ca8-4fc6-b555-ab4249d20ca5,3/14/2023 22:32,,29.081335892614668,147.17658754428052,,9508,71.36949838012782,0.4648496144170914,compute,low,waiting
29fbd09d-15a6-49ff-a261-dc7ea902604f,2/17/2023 14:55,26.175649183692485,6.292959256391184,743.7461555236238,398.2113583060632,2251,41.038731788794976,0.3848934700542087,compute,high,completed
